            age,Hours_Studied,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Family_Income,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
26,Medium,No,8,65,High,Yes,Medium,Private,2,No,High School,Near,Female,72
16,Medium,No,9,79,High,Yes,High,Public,5,No,High School,Moderate,Female,71
12,Medium,Yes,6,54,Low,Yes,Low,Public,2,No,Postgraduate,Near,Male,63
18,High,No,6,83,Medium,Yes,High,Public,4,No,High School,Near,Male,68
23,Medium,Yes,6,57,Low,No,High,Private,3,No,College,Near,Male,67
21,Medium,No,6,64,Medium,Yes,Low,Public,4,No,Postgraduate,Moderate,Male,69
28,Medium,No,9,64,High,Yes,Low,Private,2,No,Postgraduate,Near,Male,65
25,High,Yes,6,73,High,Yes,Medium,Public,4,No,College,Moderate,Male,69
26,Medium,No,6,98,High,Yes,Medium,Public,4,No,College,Moderate,Male,71
22,Medium,Yes,7,66,Medium,Yes,Medium,Private,3,No,High School,Near,Female,67
12,Low,No,7,64,Low,Yes,High,Public,4,No,College,Moderate,Female,64
19,High,Yes,6,58,Low,Yes,Medium,Private,3,No,College,Near,Female,68
26,High,Yes,10,70,Medium,Yes,Low,Public,3,No,College,Near,Male,67
20,Low,No,6,59,Low,Yes,High,Public,2,No,High School,Moderate,Female,62
23,High,No,7,57,Low,Yes,Medium,Public,2,No,Postgraduate,Moderate,Female,68
18,Medium,Yes,4,93,Medium,Yes,Medium,Public,4,No,College,Near,Female,72
14,Medium,Yes,7,53,Low,Yes,Medium,Public,3,No,High School,Moderate,Male,61
19,Low,Yes,5,86,Medium,Yes,High,Public,4,No,High School,Moderate,Male,67
22,High,No,6,60,High,Yes,High,Public,3,No,Postgraduate,Near,Male,70
16,Low,Yes,4,51,Low,Yes,Low,Public,3,No,High School,Near,Male,59
19,High,Yes,6,90,High,Yes,Low,Private,4,No,College,Moderate,Female,70
14,Low,No,7,85,High,Yes,Low,Public,1,No,High School,Near,Female,60
27,High,No,7,67,Medium,Yes,High,Public,3,No,College,Moderate,Male,74
18,Low,Yes,6,54,High,Yes,Medium,Private,3,No,College,Moderate,Male,68
29,Medium,No,7,68,Low,Yes,Low,Public,3,No,College,Near,Female,67
29,Medium,No,6,59,High,Yes,Medium,Private,4,No,Postgraduate,Far,Male,67
20,Low,Yes,7,97,High,Yes,Medium,Public,2,No,College,,Female,66
14,Medium,No,7,76,High,Yes,Low,Public,2,No,High School,Far,Female,63
7,Medium,No,7,98,Low,No,Low,Public,3,No,College,Near,Male,62
11,High,Yes,7,68,High,Yes,Low,Private,3,No,College,Moderate,Female,64
12,Medium,Yes,6,78,High,Yes,Medium,Public,4,No,College,Near,Male,68
28,Medium,No,8,60,High,Yes,Medium,Public,3,No,High School,Moderate,Female,65
21,Medium,Yes,8,90,Low,Yes,Medium,Public,4,No,Postgraduate,Near,Female,71
22,Medium,Yes,7,52,Low,No,Medium,Private,3,No,Postgraduate,Near,Female,68
7,Low,Yes,9,85,Medium,Yes,Medium,Public,2,No,High School,Near,Male,62
13,High,Yes,7,70,Medium,Yes,Medium,Private,3,No,High School,Moderate,Male,68
25,Medium,Yes,7,79,Low,Yes,High,Public,3,No,High School,Near,Male,68
22,High,Yes,7,80,High,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,67
19,Medium,Yes,7,86,Medium,Yes,Low,Public,2,No,College,Moderate,Female,67
23,High,Yes,6,60,Medium,Yes,High,Public,4,No,High School,Far,Male,70
30,Low,Yes,4,77,Medium,Yes,Low,Public,4,No,High School,Near,Female,69
19,Low,No,7,71,Medium,Yes,Low,Private,3,No,Postgraduate,Moderate,Male,70
20,Medium,No,8,64,Low,Yes,High,Public,2,No,High School,Near,Male,69
21,High,Yes,5,75,Low,Yes,High,Public,2,No,High School,Moderate,Female,70
34,Medium,No,9,98,Medium,Yes,Medium,Public,4,No,,Moderate,Male,72
7,Low,No,5,97,Medium,Yes,Low,Public,2,No,High School,Near,Female,59
24,Medium,No,6,64,Medium,No,Medium,Public,4,No,High School,Near,Male,64
19,High,Yes,10,94,Medium,Yes,High,Private,1,No,College,Near,Female,72
23,Low,Yes,8,94,Medium,Yes,High,Private,3,No,Postgraduate,Near,Male,70
16,Low,No,7,62,Medium,Yes,High,Public,1,No,High School,Far,Female,63
20,High,Yes,7,80,Medium,Yes,Low,Private,3,No,College,Near,Male,66
24,High,No,9,93,Medium,Yes,High,Public,4,No,High School,Far,Male,72
39,High,Yes,5,76,Medium,No,Medium,Private,4,No,,Near,Female,71
25,High,No,9,68,Medium,Yes,High,Public,3,No,Postgraduate,Far,Female,71
15,Low,Yes,6,83,Low,Yes,Medium,Public,3,No,High School,Moderate,Male,62
17,Medium,Yes,8,59,Medium,Yes,Low,Public,1,No,Postgraduate,Moderate,Male,62
17,Medium,No,6,58,Medium,Yes,Medium,Public,1,No,College,Near,Male,64
9,High,Yes,10,92,Medium,Yes,Low,Private,3,No,Postgraduate,Near,Male,65
18,High,Yes,7,52,Low,Yes,Low,Private,4,No,College,Near,Female,68
24,High,Yes,5,90,Low,Yes,High,Private,3,No,College,Near,Male,67
12,Medium,Yes,8,65,Low,Yes,High,Public,3,No,High School,Moderate,Male,61
26,Low,Yes,9,74,High,Yes,Medium,Public,5,No,High School,Moderate,Female,68
23,Medium,No,9,77,Medium,Yes,Low,Public,3,No,High School,Near,Male,68
16,Medium,No,7,88,Medium,Yes,Low,Public,1,No,High School,Near,Female,62
19,Medium,No,8,94,High,Yes,Low,Private,3,No,High School,Near,Female,62
30,High,Yes,6,90,Low,Yes,Medium,Public,2,Yes,High School,Near,Male,74
24,Medium,Yes,8,79,Medium,No,Low,Public,4,No,High School,Near,Female,68
20,Low,No,8,67,Medium,Yes,High,Public,4,No,College,Moderate,Male,66
19,Medium,No,4,76,High,Yes,Medium,Private,3,No,,Near,Male,67
20,High,No,5,52,High,Yes,Medium,Public,3,No,High School,Moderate,Male,65
17,Medium,Yes,7,62,Medium,Yes,High,Public,4,No,High School,Near,Male,66
7,High,No,7,68,Medium,Yes,Low,Public,4,No,Postgraduate,Moderate,Male,67
32,Medium,Yes,7,66,High,Yes,High,Private,3,No,College,Near,Male,76
21,Low,Yes,7,55,High,Yes,High,Private,3,No,High School,Moderate,Female,66
22,Low,No,9,53,High,Yes,Medium,Public,3,No,College,Near,Female,68
20,High,Yes,8,71,Low,Yes,Low,Private,3,Yes,College,Near,Female,63
16,Medium,Yes,4,54,Medium,Yes,Low,Public,4,No,College,Near,Female,65
19,High,No,10,64,Medium,Yes,Low,Public,3,No,High School,Moderate,Male,63
10,Medium,No,4,74,Low,Yes,Low,Public,2,No,High School,Moderate,Male,59
34,Medium,No,8,60,Medium,Yes,Medium,Private,4,No,High School,Near,Male,74
13,Medium,Yes,5,54,Low,Yes,Low,Public,3,Yes,College,Near,Male,62
14,Low,Yes,9,72,Medium,Yes,Low,Public,4,Yes,High School,Near,Female,59
17,Medium,Yes,7,72,High,Yes,Low,Public,3,No,High School,Near,Male,71
28,Medium,No,8,96,Medium,Yes,Medium,Public,3,No,Postgraduate,Moderate,Male,73
20,High,Yes,4,56,Medium,Yes,Low,Private,1,No,High School,Moderate,Male,68
13,Medium,Yes,8,81,Medium,Yes,Low,Public,1,No,High School,Far,Male,68
28,Medium,Yes,8,66,Medium,Yes,Low,Public,6,No,College,Far,Male,66
24,Low,Yes,8,56,Medium,Yes,Low,Public,3,No,College,Moderate,Male,69
23,Medium,No,8,70,Medium,Yes,Medium,Public,4,No,High School,Near,Female,70
24,Medium,Yes,7,71,High,Yes,Medium,Public,3,No,High School,Near,Male,74
34,High,No,7,68,Low,Yes,Medium,Public,5,No,College,Near,Female,75
33,Medium,Yes,6,88,Medium,Yes,Medium,Private,3,No,College,Near,Male,71
16,High,Yes,6,92,Low,Yes,Low,Private,3,No,High School,Moderate,Male,71
30,Medium,No,9,57,Medium,Yes,Low,Public,4,No,College,Far,Female,65
22,Low,No,6,58,High,Yes,Medium,Private,3,No,Postgraduate,Moderate,Male,65
23,Medium,No,4,71,Low,Yes,Medium,Public,1,No,Postgraduate,Near,Male,65
10,Medium,No,6,66,Medium,Yes,Low,Public,2,No,Postgraduate,Near,Female,67
19,Medium,Yes,8,91,High,Yes,Low,Private,4,No,,Moderate,Male,67
15,Medium,Yes,7,100,Medium,Yes,Low,Public,3,No,Postgraduate,Moderate,Male,67
25,High,Yes,8,59,Medium,Yes,Medium,Private,4,No,College,Near,Female,71
26,High,No,4,88,Low,Yes,Medium,Public,1,No,College,Moderate,Female,72
8,Medium,Yes,4,80,Low,Yes,Low,Public,4,No,College,Moderate,Male,62
20,High,Yes,7,82,Medium,Yes,Medium,Public,4,No,College,Near,Male,70
27,Medium,No,9,63,High,Yes,Low,Public,4,No,College,Near,Female,72
19,Low,Yes,4,55,Medium,Yes,Medium,Public,4,No,College,Moderate,Male,64
24,High,Yes,8,77,High,Yes,Low,Private,1,No,College,Moderate,Male,66
22,Low,Yes,9,81,Medium,Yes,Medium,Public,4,No,High School,Near,Male,69
22,High,No,7,98,High,Yes,Medium,Public,0,No,College,Moderate,Female,71
18,Medium,No,8,84,High,Yes,Low,Private,3,No,High School,Moderate,Male,68
13,Medium,Yes,7,72,Low,Yes,High,Public,2,No,High School,Moderate,Female,63
13,Medium,Yes,7,100,Medium,No,Medium,Public,3,No,High School,Near,Male,71
24,High,Yes,8,69,Low,Yes,Low,Private,1,No,High School,,Male,65
20,Low,Yes,10,58,Medium,Yes,Low,Public,1,No,High School,Near,Female,66
19,Low,Yes,6,81,Medium,Yes,High,Private,3,Yes,College,Moderate,Female,68
17,Medium,Yes,7,63,Medium,No,Low,Public,3,No,High School,Moderate,Male,61
18,Low,No,6,96,Medium,Yes,Low,Private,3,No,Postgraduate,Near,Male,71
26,Medium,Yes,7,71,Medium,Yes,Medium,Public,2,No,High School,Near,Female,70
18,High,No,7,57,Low,Yes,Low,Public,3,No,High School,Moderate,Female,66
12,High,Yes,9,57,Low,Yes,Low,Private,2,No,College,Moderate,Male,61
24,High,Yes,9,82,Low,Yes,Medium,Private,2,No,High School,Near,Male,67
19,High,Yes,8,68,Medium,Yes,High,Public,3,No,Postgraduate,Near,Female,72
20,High,No,9,68,Medium,Yes,High,Private,3,No,High School,Near,Female,65
30,High,No,6,81,Low,Yes,Medium,Public,2,No,College,Near,Female,68
20,Low,Yes,6,61,High,No,Medium,Public,4,No,College,Far,Male,70
22,Medium,Yes,8,57,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,63
13,High,No,7,83,Medium,Yes,Medium,Public,4,No,Postgraduate,Far,Female,69
19,Medium,No,10,50,Medium,Yes,High,Public,3,No,High School,Near,Male,62
24,High,No,4,95,High,Yes,High,Public,4,No,Postgraduate,Moderate,Female,71
11,Low,Yes,8,59,Low,Yes,Low,Public,4,No,High School,Near,Male,64
21,High,No,8,72,Medium,Yes,High,Public,3,No,High School,Moderate,Male,69
21,Medium,Yes,6,61,High,Yes,Low,Public,3,No,Postgraduate,Near,Male,71
20,Low,Yes,6,61,Low,No,Low,Public,4,Yes,High School,Near,Female,63
26,Low,Yes,6,92,Low,Yes,Low,Public,3,No,High School,Near,Female,72
22,Medium,Yes,5,79,Medium,Yes,Low,Public,3,No,College,Near,Male,66
29,High,Yes,9,66,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,69
14,Medium,Yes,10,63,Low,Yes,Low,Public,3,No,High School,Moderate,Male,60
21,High,Yes,6,61,Low,Yes,Medium,Private,4,No,High School,Moderate,Female,68
21,Medium,No,6,78,Medium,Yes,Medium,Public,2,No,College,Far,Male,65
14,High,No,5,87,High,Yes,Medium,Public,4,No,College,Near,Female,67
26,Medium,Yes,5,63,Medium,Yes,Low,Public,2,No,High School,Near,Male,66
34,Medium,Yes,6,67,High,Yes,High,Private,2,No,Postgraduate,Moderate,Male,68
20,Low,Yes,9,86,Medium,Yes,Low,Private,4,No,High School,Near,Female,63
23,High,Yes,10,87,Medium,Yes,Medium,Private,3,No,College,Near,Male,73
21,Medium,Yes,6,60,Medium,Yes,Medium,Private,3,No,College,Moderate,Male,66
16,Low,Yes,6,69,Low,Yes,Low,Public,3,Yes,College,Near,Male,67
9,Low,Yes,5,93,Low,Yes,Medium,Public,4,No,Postgraduate,Near,Male,66
16,Medium,No,8,87,Low,Yes,Low,Public,5,No,High School,Near,Male,60
12,High,No,8,58,Low,Yes,Low,Public,3,No,Postgraduate,Near,Male,67
30,Medium,No,7,69,Medium,Yes,High,Public,4,No,High School,Near,Female,67
19,Medium,Yes,6,99,High,Yes,Medium,Public,2,No,High School,Near,Female,70
18,High,No,9,76,Low,Yes,Low,Public,2,No,High School,Near,Female,69
25,Medium,Yes,8,86,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Male,68
13,High,Yes,8,55,High,Yes,High,Private,3,No,High School,Near,Female,67
15,Medium,No,8,92,Low,Yes,Low,Public,1,No,College,Moderate,Male,63
20,High,No,7,80,High,Yes,High,Public,3,No,College,Near,Male,70
26,Low,No,6,59,High,Yes,Low,Public,3,No,High School,Near,Female,71
23,High,Yes,8,69,Low,Yes,High,Public,2,No,High School,Near,Female,67
21,Medium,No,8,54,High,Yes,Medium,Private,3,No,High School,Near,Male,64
20,Low,No,8,89,High,No,Medium,Private,4,No,College,Near,Female,66
22,Medium,Yes,5,87,Low,Yes,Low,Public,3,No,Postgraduate,Near,Male,70
21,Medium,Yes,8,75,High,Yes,Medium,Private,2,No,High School,Moderate,Male,65
14,Low,Yes,7,73,Medium,Yes,Medium,Public,3,No,College,Moderate,Male,68
20,Medium,Yes,6,73,High,Yes,Medium,Public,5,No,Postgraduate,Far,Female,65
14,High,No,8,52,Medium,Yes,Medium,Public,1,No,Postgraduate,Near,Male,65
20,Medium,Yes,7,68,Medium,Yes,Low,Public,4,No,College,Near,Female,69
17,Medium,No,10,56,Medium,Yes,Medium,Public,4,No,High School,Near,Female,63
35,Low,No,8,59,Medium,Yes,Low,Public,2,No,College,Moderate,Female,70
20,Low,Yes,7,98,Medium,Yes,Medium,Public,4,No,College,Near,Male,64
12,Medium,Yes,7,63,High,Yes,High,Public,4,No,High School,Near,Female,62
19,High,Yes,5,74,Medium,Yes,Low,Private,3,No,High School,Near,Female,66
23,High,Yes,9,94,High,Yes,Low,Public,3,No,High School,Moderate,Male,73
30,Medium,Yes,7,71,Medium,Yes,Low,Public,3,No,Postgraduate,Far,Female,72
16,Medium,Yes,7,76,High,No,High,Private,2,No,Postgraduate,Far,Male,68
11,Medium,No,5,58,Medium,No,Medium,Private,4,No,College,Near,Male,62
25,Medium,No,8,64,Medium,Yes,Low,Private,4,No,High School,,Male,67
12,Medium,No,6,75,Medium,Yes,Low,Public,4,No,High School,Moderate,Male,62
17,High,No,6,68,Medium,Yes,Medium,Public,3,No,High School,Near,Male,72
18,Low,No,7,52,High,Yes,Medium,Public,2,No,High School,Near,Male,67
20,High,Yes,6,70,Low,Yes,Low,Private,3,No,High School,Moderate,Female,68
24,Low,Yes,6,91,Medium,Yes,Medium,Public,3,No,High School,Moderate,Female,65
16,Medium,No,7,56,Low,Yes,High,Private,1,Yes,High School,Far,Female,79
18,High,No,9,51,High,Yes,Medium,Private,3,No,High School,Near,Male,66
20,Medium,Yes,8,56,Low,Yes,Low,Private,2,No,High School,Near,Female,68
21,Low,Yes,8,84,Medium,Yes,High,Public,3,Yes,Postgraduate,Near,Male,65
21,Medium,Yes,8,90,Medium,Yes,Low,Public,4,No,High School,Moderate,Female,67
23,Medium,Yes,6,52,Low,Yes,Medium,Public,4,No,College,Moderate,Male,67
25,Low,Yes,9,94,Medium,Yes,Medium,Public,4,No,High School,Moderate,Male,67
22,Medium,Yes,4,81,High,Yes,Medium,Public,4,No,College,Far,Female,68
23,Medium,No,8,76,Low,Yes,Medium,Public,3,No,High School,Moderate,Male,72
11,High,No,8,63,High,Yes,Medium,Public,5,No,High School,Near,Male,65
20,Low,No,7,69,Low,Yes,Low,Public,3,Yes,High School,Moderate,Female,65
23,Medium,Yes,6,97,Low,No,Medium,Public,2,No,College,Moderate,Male,70
24,Medium,Yes,7,96,Medium,Yes,Low,Public,2,No,High School,Near,Male,67
16,Medium,Yes,6,81,Medium,Yes,Medium,Private,4,No,College,Near,Male,68
16,Medium,No,8,79,Medium,Yes,Low,Public,3,No,College,Moderate,Male,63
17,Medium,Yes,8,61,Low,Yes,Low,Public,2,No,High School,Near,Male,68
23,Medium,Yes,8,98,Medium,Yes,Medium,Public,2,No,Postgraduate,Moderate,Female,69
26,Low,Yes,8,88,Low,Yes,Low,Public,4,No,High School,Near,Male,66
18,High,Yes,8,69,High,No,High,Public,4,Yes,High School,Far,Female,64
25,High,Yes,8,91,Medium,Yes,Low,Public,4,No,High School,Near,Male,69
21,Low,No,6,61,Medium,Yes,Low,Public,3,No,High School,Near,Male,62
19,Medium,Yes,5,61,High,Yes,Medium,Public,3,No,High School,Near,Female,65
19,Medium,Yes,7,90,Medium,Yes,Low,Public,2,No,High School,Near,Female,70
24,Low,Yes,8,78,Medium,Yes,High,Public,4,No,High School,Near,Female,72
22,Medium,No,5,78,High,Yes,Low,Public,3,No,High School,Near,Female,66
34,High,Yes,7,79,Low,Yes,Medium,Private,2,Yes,High School,Moderate,Male,70
15,Medium,No,9,56,Medium,No,Low,Public,1,No,High School,Near,Male,67
23,High,Yes,7,67,Low,Yes,Low,Public,4,No,Postgraduate,Moderate,Female,65
17,Medium,Yes,9,79,Low,No,Medium,Private,2,No,Postgraduate,Moderate,Male,68
15,Low,Yes,9,62,Low,Yes,Medium,Public,3,No,High School,Moderate,Male,62
20,Low,Yes,7,75,High,Yes,Low,Public,3,No,Postgraduate,Near,Male,68
21,High,No,6,78,Medium,Yes,High,Public,3,Yes,High School,Near,Female,69
38,Medium,No,6,97,Low,Yes,Low,Private,3,No,College,Near,Male,72
19,Low,No,7,62,Medium,Yes,Medium,Public,3,Yes,High School,Moderate,Male,65
13,Medium,Yes,5,72,Medium,Yes,Medium,Private,2,No,Postgraduate,Moderate,Male,63
22,High,Yes,5,99,Medium,Yes,Low,Public,2,No,College,Near,Female,68
8,High,No,4,59,Medium,Yes,Medium,Public,2,No,College,Near,Male,62
19,Medium,Yes,7,89,Medium,No,Low,Private,2,No,Postgraduate,Near,Male,69
20,Medium,No,10,59,Medium,Yes,High,Public,4,No,High School,Near,Female,65
25,High,No,4,93,High,Yes,High,Public,2,No,High School,Near,Female,74
26,High,Yes,7,74,Medium,Yes,Medium,Public,3,No,High School,Moderate,Female,70
17,Medium,Yes,7,99,High,Yes,Medium,Public,3,No,High School,Near,Female,65
19,High,No,7,59,Low,Yes,High,Public,3,No,College,Moderate,Male,70
15,Low,Yes,9,84,Low,Yes,Medium,Public,3,No,College,Far,Male,59
13,Low,Yes,6,85,Low,Yes,Low,Private,3,No,High School,Moderate,Male,63
22,Low,Yes,4,86,Low,Yes,Low,Public,4,No,College,Near,Female,64
12,Low,Yes,6,55,High,Yes,Medium,Public,3,No,Postgraduate,Near,Male,63
18,High,No,6,64,Medium,Yes,Low,Public,2,No,High School,Near,Female,67
14,Medium,Yes,4,67,Medium,Yes,High,Public,4,No,High School,Moderate,Female,65
23,Medium,No,7,66,Medium,Yes,Medium,Public,3,No,College,Near,Male,67
31,High,No,5,84,Medium,Yes,High,Public,5,No,,Near,Male,73
12,High,Yes,7,53,Low,Yes,Low,Public,3,No,College,Near,Male,64
9,Low,No,6,87,Medium,Yes,Medium,Private,3,No,Postgraduate,Near,Male,65
19,Medium,Yes,5,76,Medium,Yes,Medium,Private,3,No,High School,Moderate,Male,72
20,High,No,8,59,High,Yes,Medium,Public,4,No,High School,Near,Female,72
21,High,No,7,61,Medium,Yes,High,Public,2,No,College,Near,Male,66
17,High,Yes,7,55,High,Yes,Medium,Private,2,Yes,College,Near,Male,62
19,Low,No,8,73,Medium,Yes,Medium,Private,1,No,College,Near,Male,68
22,Medium,Yes,7,80,Low,Yes,Medium,Public,3,No,College,Moderate,Female,67
26,High,No,7,79,Medium,Yes,Medium,Public,2,Yes,Postgraduate,Near,Female,69
8,High,No,6,98,Medium,Yes,Medium,Private,3,No,High School,Near,Female,67
18,Medium,No,5,65,Medium,Yes,Low,Public,3,No,College,Moderate,Female,63
21,Low,Yes,7,88,Low,Yes,Low,Private,4,No,High School,Moderate,Male,65
14,High,No,6,86,Low,Yes,High,Private,4,No,College,Near,Male,71
30,Medium,No,8,53,Low,Yes,Low,Private,1,No,Postgraduate,Near,Male,70
16,Medium,Yes,7,97,Medium,Yes,Low,Public,3,No,Postgraduate,Near,Male,68
20,Medium,Yes,8,97,High,Yes,Low,Public,3,No,College,Near,Female,65
23,Medium,Yes,6,70,Medium,Yes,Medium,Public,2,No,High School,Near,Male,68
16,Medium,Yes,5,71,Medium,Yes,High,Public,3,No,College,Near,Male,69
9,Medium,Yes,10,91,Medium,No,High,Public,2,No,High School,Far,Female,62
17,Low,Yes,7,75,Medium,No,Medium,Public,4,No,College,Near,Female,62
26,High,No,8,90,Low,Yes,High,Public,2,Yes,Postgraduate,Moderate,Female,72
18,High,No,5,52,High,Yes,Medium,Private,4,No,Postgraduate,Moderate,Male,64
15,High,No,7,63,Low,Yes,Low,Public,1,Yes,High School,Far,Female,58
26,High,No,9,55,Low,Yes,Low,Public,3,No,College,Near,Male,66
18,Medium,Yes,5,73,Low,Yes,Low,Public,4,No,Postgraduate,Moderate,Male,64
17,Medium,Yes,10,93,Low,Yes,High,Private,1,No,College,Far,Female,68
21,Low,No,7,78,Medium,Yes,High,Public,3,No,Postgraduate,Near,Female,69
25,Low,No,6,76,Medium,Yes,Low,Public,5,No,High School,Near,Male,71
34,Medium,Yes,8,68,Medium,Yes,Medium,Public,2,No,College,Near,Male,71
25,Medium,Yes,9,53,Medium,Yes,High,Private,3,No,High School,Moderate,Male,67
27,High,Yes,6,88,Medium,Yes,High,Private,3,No,High School,Near,Male,71
17,Medium,Yes,6,79,Low,Yes,Medium,Public,3,No,High School,,Female,64
14,Medium,Yes,7,97,High,Yes,Medium,Public,1,No,High School,Moderate,Male,62
20,Medium,No,8,72,Medium,Yes,High,Public,4,No,High School,Near,Female,70
21,Low,No,7,70,Low,Yes,Low,Private,2,No,Postgraduate,Moderate,Female,63
14,High,Yes,8,99,High,Yes,High,Public,3,No,High School,Near,Female,66
19,Medium,Yes,8,57,Low,Yes,Low,Public,3,No,High School,Moderate,Male,65
22,Medium,No,7,63,Medium,Yes,High,Public,3,No,College,Near,Male,69
22,High,Yes,6,74,Medium,Yes,Low,Public,3,No,High School,Near,Male,63
23,Medium,No,7,76,Low,Yes,High,Public,2,No,College,Moderate,Male,64
22,Medium,Yes,10,77,High,Yes,Low,Public,2,No,High School,Near,Male,66
17,Medium,Yes,7,61,Medium,Yes,High,Public,3,Yes,High School,Near,Female,67
17,High,Yes,9,96,Medium,Yes,Low,Public,3,No,College,Far,Male,66
13,Low,No,6,85,Low,Yes,Low,Public,4,No,Postgraduate,Near,Female,65
31,High,Yes,7,63,Medium,No,High,Private,2,No,Postgraduate,Moderate,Male,72
20,High,Yes,8,65,High,Yes,Medium,Public,2,No,High School,Near,Female,70
19,Medium,Yes,9,94,Medium,Yes,High,Public,1,No,College,Near,Female,67
14,Medium,No,9,69,Low,Yes,Medium,Public,3,No,College,Near,Male,64
38,High,No,5,78,Medium,Yes,Low,Public,4,No,College,Far,Female,72
14,Medium,Yes,9,56,Medium,Yes,Low,Public,4,No,High School,Near,Female,65
17,High,Yes,10,63,Medium,Yes,High,Public,3,No,High School,Moderate,Female,62
22,Medium,No,6,71,High,Yes,Low,Public,4,No,High School,Far,Female,67
24,Medium,No,6,83,High,Yes,Medium,Public,3,Yes,High School,Near,Male,64
26,Medium,No,7,64,Low,Yes,Medium,Private,3,No,Postgraduate,,Male,63
31,Medium,No,7,98,Medium,Yes,Medium,Public,2,No,College,Moderate,Male,72
23,Low,No,6,61,High,Yes,High,Public,5,No,High School,Near,Male,66
14,High,Yes,5,89,Medium,Yes,Medium,Public,1,No,Postgraduate,Near,Female,70
18,Medium,Yes,9,68,Low,Yes,Medium,Private,2,No,Postgraduate,Near,Female,66
22,High,No,6,92,Low,Yes,High,Public,3,No,High School,Moderate,Male,70
32,Low,Yes,6,96,Low,Yes,Low,Public,2,No,High School,Moderate,Female,67
12,Medium,Yes,7,59,High,Yes,Low,Public,2,No,High School,Near,Female,64
27,High,No,5,75,Medium,Yes,Medium,Public,2,No,,Near,Male,67
21,High,Yes,5,58,Medium,Yes,High,Public,4,No,College,Far,Male,72
25,High,No,6,85,Low,Yes,Medium,Public,3,No,High School,Near,Male,72
19,High,Yes,8,92,Low,Yes,High,Public,5,No,Postgraduate,Moderate,Female,68
15,Medium,Yes,7,69,Medium,Yes,High,Public,3,No,Postgraduate,Near,Female,64
25,High,Yes,4,70,Medium,No,High,Public,3,No,High School,Moderate,Male,66
24,Low,No,9,60,Medium,Yes,Low,Private,3,No,College,Far,Male,68
26,Low,No,8,65,Low,Yes,Low,Public,4,No,High School,Near,Female,66
20,Low,Yes,7,66,High,Yes,Low,Private,1,No,High School,Near,Female,70
